Date,Open,High,Low,Close,Adj Close,Volume
"Jan 18, 2017",208.01,208.22,207.42,208.16,179.43,1980500
"Jan 17, 2017",207.79,208.21,207.33,207.72,179.06,1690000
"Jan 13, 2017",208.18,208.78,208.13,208.46,179.69,2822700
"Jan 12, 2017",207.97,208.19,206.54,208.05,179.34,3244600
"Jan 11, 2017",207.84,208.51,207.12,208.51,179.74,5677600
"Jan 10, 2017",207.9,208.82,207.51,207.92,179.23,2189400
"Jan 9, 2017",208.34,208.48,207.89,207.95,179.25,1705200
"Jan 6, 2017",207.99,209.09,207.4,208.61,179.82,2194600
"Jan 5, 2017",207.75,208.04,207.01,207.8,179.12,2772100
"Jan 4, 2017",207.2,208.18,207.12,207.96,179.26,4622400
"Jan 3, 2017",206.68,207.33,205.56,206.74,178.21,4750200
"Dec 30, 2016",206.37,206.43,204.51,205.31,176.98,4251000
"Dec 29, 2016",206.1,206.47,205.51,206.02,177.59,1772700
"Dec 28, 2016",208,208.07,205.91,206.06,177.62,2228000
"Dec 27, 2016",207.48,208.15,207.48,207.7,179.04,1818500
"Dec 23, 2016",206.98,207.22,206.77,207.19,178.6,1278900
"Dec 22, 2016",1.296 Dividend,1.296 Dividend,1.296 Dividend,1.296 Dividend,1.296 Dividend,1.296 Dividend
"Dec 22, 2016",207.16,207.24,206.5,207.01,178.44,1863700
"Dec 21, 2016",209.06,209.2,208.57,208.57,178.67,1546600
"Dec 20, 2016",208.92,209.31,208.68,209.14,179.16,3195300
"Dec 19, 2016",208.1,208.8,207.93,208.34,178.47,2042000
"Dec 16, 2016",208.82,208.84,207.55,207.87,178.07,3074000
"Dec 15, 2016",207.72,209.23,207.58,208.23,178.38,2812500
"Dec 14, 2016",208.84,209.59,206.98,207.46,177.72,4232900
"Dec 13, 2016",208.53,209.7,208.47,209.19,179.2,2670200
"Dec 12, 2016",207.92,208.42,207.34,207.77,177.99,2419600
"Dec 9, 2016",207.02,208.03,206.98,208,178.18,1972000
"Dec 8, 2016",206.25,207.27,205.95,206.74,177.1,2983000
"Dec 7, 2016",203.45,206.32,203.3,206.2,176.64,2253900
